feature_id,source_generation,domain,feature,subfeature,v1_depth,v1_status,old_status,current_status,office_status,ui_status,api_status,db_status,authorization_status,realtime_status,notification_status,test_status,decision,priority,target_phase,regression_risk,v1_evidence,old_evidence,current_evidence,office_evidence,notes
ADMIN-060,ROUND-1 (V2 lineage),AB,Admin navigation,the sidebar itself,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,PARTIAL,"**DUPLICATE ×3** — two admin pages render a *second* sidebar nested inside the first, with a different (English, 8-item) menu",NOT APPLICABLE,PARTIAL,n/a,n/a,FULL,NONE,NONE,tests/public-navigation-constitution.test.mjs (public nav only),MERGE INTO NEW SYSTEM,P1,Phase 2,Med,not assessed in round 1,hist/old-tag had a per-page inline <aside> (e.g. settings-admin-client.tsx:183-192),"**three competing definitions**: app/admin/admin-sidebar.tsx:27-81 (15 links, the one actually rendered by app/admin/layout.tsx:12); src/config/sidebar.ts:105-138 adminSidebarConfig (11 items + 9 non-existent /admin/services/* children at :116-126); src/components/AdminPageShell.tsx:18-27 (8 hardcoded English links) rendered inside /admin/services and /admin/properties (admin-client.tsx:160, properties-admin-client.tsx:206)",none,Single source of truth for admin nav || admin: —
ADMIN-061,ROUND-1 (V2 lineage),AB,Admin routing,empty (admin) route group,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**DEAD SCAFFOLDING** — a second admin layout with zero routes,NOT APPLICABLE,MISSING,n/a,n/a,n/a,NONE,NONE,none,MERGE INTO NEW SYSTEM,P3,Phase 3,Low,not assessed in round 1,none found,"app/(admin)/layout.tsx:1-9 returns <>{children}</> and the group contains **no pages** (find ""app/(admin)"" -type f → 1 file)",none,— || admin: —
ANLY-001,ROUND-1 (V2 lineage),AC,Property views,collection + storage + display,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB — collected, stored, never displayed.** No owner dashboard, no admin panel, no command-centre metric reads properties.views; only sortBy=views in app/api/properties/search/route.ts:95 consumes it",NOT APPLICABLE,MISSING,FULL,FULL,n/a,NONE,NONE,none,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,"collected app/api/properties/[id]/route.ts:33-46 (row in property_views + properties.views++ on **every** GET, no dedup, no bot filter); schema lib/db/schemas/properties-schema.ts:41,171-181",none,Count how often a listing is viewed || admin: **not surfaced in /admin anywhere**
ANLY-002,ROUND-1 (V2 lineage),AC,Property inquiries,lead capture metric,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**INTENDED ONLY — declared, never written, never read**",FULL,MISSING,MISSING,DECLARED ONLY,n/a,NONE,NONE,none,RESTORE,P1,Phase 2,Med,not assessed in round 1,none found,**schema only** — lib/db/schemas/properties-schema.ts:42 inquiries column and :154-169 property_inquiries table; grep for propertyInquiries outside the schema file → **0 hits**,"PublicLeads, LeadClaims, ClientRequests",Count of enquiries per listing || admin: none
ANLY-003,ROUND-1 (V2 lineage),AC,Services metrics,marketplace KPIs,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**BETTER THAN OLD** — the most complete analytics section,NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,NONE,tests/command-center.test.mjs:39-48,KEEP,P2,—,Low,not assessed in round 1,none found,"lib/command-center/service.ts:215-230,316-335; also /api/service-admin → getAdminOverview()",none,Requests/offers/orders/providers/disputes/reviews by status || admin: command centre + /admin/services
ANLY-004,ROUND-1 (V2 lineage),AC,Provider metrics,per-provider performance,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB — orphan API, never rendered**",NOT APPLICABLE,MISSING,FULL,FULL,FULL,NONE,NONE,none,KEEP + IMPROVE,P2,Phase 2,Low,not assessed in round 1,none found,app/api/service-analytics/route.ts:9-34 — **grep across app/**/*.tsx and src/** for service-analytics returns zero consumers**,none,"Jobs, completion, rating for one provider || admin: none"
ANLY-005,ROUND-1 (V2 lineage),AC,Ad impressions,collection → display,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**FULL**,FULL,FULL,FULL,FULL,ADS_ANALYTICS,NONE,NONE,tests/ads-engine.test.mjs,KEEP,P2,—,Low,not assessed in round 1,hist/old-tag/app/api/ad-events/route.ts,"collected src/components/AdSlot.tsx:242 → app/api/ads/impression/route.ts; stored ad_events (app/api/ad-events/route.ts:40-44); displayed /api/admin/ads/stats:13-15, /api/admin/analytics:36-43, command centre service.ts:181-183,299",AdImpressions table,"Impression counting for ad campaigns || admin: /admin/ads (analytics tab, ads-admin-client.tsx:983) + /admin/reports"
ANLY-006,ROUND-1 (V2 lineage),AC,Ad clicks,collection → display,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**FULL**,FULL,FULL,FULL,FULL,ADS_ANALYTICS,NONE,NONE,tests/ads-engine.test.mjs,KEEP,P2,—,Low,not assessed in round 1,hist/old-tag same stack,"src/components/AdSlot.tsx:282 → app/api/ads/click/route.ts; CTR computed lib/command-center/service.ts:301, reports-admin-client.tsx:118,135",AdImpressions.ImpressionType,Click counting + CTR || admin: same
ANLY-007,ROUND-1 (V2 lineage),AC,Ad conversions,conversion tracking,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**PARTIAL — two defects.** (a) **nothing in the frontend calls /api/ads/conversion** (grep across app/**/*.tsx, src/** → 0 hits), so the counter never moves; (b) the command centre **hardcodes** totalConversions: 0 (lib/command-center/service.ts:302) instead of reading the column it already has",NOT APPLICABLE,PARTIAL,**STUB**,FULL,FULL,NONE,NONE,none,FIX REGRESSION,P1,Phase 2,Med,not assessed in round 1,none found,"collected app/api/ads/conversion/route.ts:19-21 → lib/ads/events.ts:220 recordConversion; stored ad_conversions (lib/mysql-runtime.ts:343) + ad_campaigns.total_conversions (:273); displayed /api/admin/ads/stats:24,64,77",none,Post-click conversion attribution || admin: /admin/ads
ANLY-008,ROUND-1 (V2 lineage),AC,Advertiser (sponsor) impressions/clicks,legacy advertiser event stream,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,"**REGRESSION — the writer was deleted, the readers were kept.** ""انطباعات المعلنين"" / ""نقرات المعلنين"" tiles (reports-admin-client.tsx:33-34) and the top-advertisers panel (:118-122) are permanently zero",NOT APPLICABLE,**BROKEN**,MISSING,ORPHANED,FULL,NONE,NONE,none,FIX REGRESSION,**P0**,Phase 1,High,not assessed in round 1,hist/old-tag/app/api/sponsor-events/route.ts (writer existed),"**readers only** — app/api/admin/analytics/route.ts:32,49, app/api/admin/stats/route.ts:49,76,80, app/api/advertisers/route.ts:47 all read sponsor_events; grep for INSERT INTO sponsor_events across app/ and lib/ → **0 hits**",none,"Per-advertiser exposure numbers || admin: /admin/reports, /admin/advertisers"
ANLY-009,ROUND-1 (V2 lineage),AC,Ad analytics,third parallel stack,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**DEAD DUPLICATE** — a third ad-analytics stack alongside ad_events and sponsor_events,NOT APPLICABLE,MISSING,MISSING,FULL,"**NONE** (unauthenticated POST, route.ts:5-9)",NONE,NONE,none,MERGE INTO NEW SYSTEM,P1,Phase 2,Med,not assessed in round 1,none found,"app/api/advertising/track/route.ts:12-22 inserts adAnalytics; also lib/advertising/core/matching.engine.ts:38. **Zero frontend callers** (grep advertising/track in app/**/*.tsx, src/** → 0) and **zero readers** (no admin route selects ad_analytics)",none,/api/advertising/track + ad_analytics || admin: none
ANLY-010,ROUND-1 (V2 lineage),AC,News analytics,impressions / visible-impressions / clicks,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**BETTER THAN OLD — the only end-to-end analytics loop in the product** (collect → validate → aggregate → display, with valid/invalid event split)",NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,NONE,tests/news/*,KEEP,P2,—,Low,not assessed in round 1,none found,"collected app/api/news/telemetry/route.ts:7-34 → lib/news/analytics.ts recordNewsEvent; aggregated app/api/news/analytics/route.ts:36-60; displayed app/admin/news/news-admin-client.tsx:833,867,911",none,"Per-article, per-channel engagement || admin: /admin/news analytics tab · gate NEWS_ANALYTICS_VIEW or NEWS_VIEW (analytics/route.ts:38)"
ANLY-011,ROUND-1 (V2 lineage),AC,Auction metrics,"bids, participants, hammer price",NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,NOT APPLICABLE,MISSING,MISSING,PARTIAL,n/a,NONE,NONE,none,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,"**none** — command centre has no auctions section (lib/command-center/service.ts:3-104 lists 10 sections, none is auctions); auction_bid_count exists on properties (properties-schema.ts:57) but no analytics reads it",none,Auction performance || admin: none
ANLY-012,ROUND-1 (V2 lineage),AC,Office integration metrics,"devices, syncs, radars, deliveries",NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**FULL (read)** — counts are real; there is no time series and no failure drill-down,FULL,FULL,FULL,FULL,FULL,NONE,NONE,"tests/command-center.test.mjs:58, tests/integrations-sync.test.mjs",KEEP + IMPROVE,P2,Phase 2,Low,not assessed in round 1,none found,"lib/command-center/service.ts:236-251,344-359; also /api/admin/integration-overview","CloudSyncQueue, RadarMatches",Health of the desktop link || admin: command centre + /admin/integration
ANLY-013,ROUND-1 (V2 lineage),AC,Admin dashboards,how many admin dashboards exist,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**DUPLICATE ×3 + 1 orphan pair**,FULL,PARTIAL,PARTIAL,ORPHANED,FULL,NONE,NONE,none,MERGE INTO NEW SYSTEM,P1,Phase 2,Med,not assessed in round 1,one (/admin + dashboard-admin-client),"**three**: /admin command centre (live), /admin/reports advertiser analytics (half-dead, ANLY-008), /admin/advertising (404 API, ADMIN-040). Plus the orphaned app/admin/dashboard-admin-client.tsx (188 lines, 0 importers) still consuming the orphaned /api/admin/stats (route.ts:35-127, whose only referrer is that dead file)",DashboardView + DashboardAlertsView,— || admin: —
ANLY-014,ROUND-1 (V2 lineage),AC,Activity metrics,DAU / sessions / funnels,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,NOT APPLICABLE,MISSING,MISSING,MISSING,n/a,NONE,NONE,none,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,"**none** — the only time-bucketed data anywhere is the 14-day ad timeline (app/api/admin/analytics/route.ts:24,69-79) and users.created_at >= -30 days (command-center/service.ts:233). No session table, no event stream, no funnel",none,User activity over time || admin: none
ANLY-015,ROUND-1 (V2 lineage),AC,Command-centre metric catalogue,the metric contract,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**PARTIAL** — two hand-maintained copies of the same 100-line contract; a drift here fails silently at runtime,NOT APPLICABLE,FULL,FULL,n/a,n/a,NONE,NONE,tests/command-center.test.mjs:18-27 regex-checks section names only,KEEP + IMPROVE,P2,Phase 2,Med,not assessed in round 1,none found,"lib/command-center/service.ts:3-104 (type) mirrored verbatim in app/admin/command-center-client.tsx:6-100 — **the shape is duplicated by hand, not shared**",none,The 10 sections and their fields || admin: —
ANLY-016,ROUND-1 (V2 lineage),AC,Geo intelligence,coverage gaps by city,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**NEW IMPROVEMENT (works)** — but it groups by city_id, a raw id, and renders it unlabelled; there is no geo admin (ADMIN-050) to give those ids names",NOT APPLICABLE,PARTIAL,FULL,PARTIAL,FULL,NONE,NONE,tests/command-center.test.mjs:50,KEEP + IMPROVE,P2,Phase 2,Low,not assessed in round 1,none found,"lib/command-center/service.ts:259-267,360-380 — 3 city rollups + a demand>=2 && providers==0 gap rule (:371)",none,Cities with demand and no providers || admin: command centre
ANLY-017,ROUND-1 (V2 lineage),AC,Data freshness,when metrics were computed,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**FULL**,NOT APPLICABLE,FULL,FULL,n/a,n/a,NONE,NONE,tests/command-center.test.mjs:117,KEEP,P3,—,Low,not assessed in round 1,none found,lib/command-center/service.ts:285 generatedAt; client auto-refresh command-center-client.tsx (asserted by tests/command-center.test.mjs:117),none,Timestamp / auto-refresh || admin: command centre
ANLY-018,ROUND-1 (V2 lineage),AC,Export,CSV/XLSX export of any report,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,FULL,MISSING,MISSING,n/a,n/a,NONE,NONE,none,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,**none** — grep for csv/xlsx/Content-Disposition in app/api/admin → 0 hits,"ReportsViewModel, FinancialReportsView (desktop exports)",Download the numbers || admin: none
SRCH-001,ROUND-1 (V2 lineage),AA,Property search,keyword + filter search,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**PARTIAL** — 17 filter params, pagination, 4 sort keys. Weaknesses: like() not ilike() on all six text columns (route.ts:39-44) so keyword search is **case-sensitive**; no Arabic normalisation (أ/ا, ة/ه, ى/ي); %q% with no relevance ranking or index; city/district matched with eq() against free-text columns (:86-87)",FULL,FULL,FULL,PARTIAL,FULL,n/a,n/a,none,KEEP + IMPROVE,P1,Phase 2,High,not assessed in round 1,none found in hist/old-tag (no app/properties),page app/properties/search/page.tsx:16-60; API app/api/properties/search/route.ts:9-110,"PropertiesViewModel, FilteredProperties, SearchText (inv/dll_strings.txt)",The main property search experience || admin: none
SRCH-002,ROUND-1 (V2 lineage),AA,Property search,geo / radius / map search,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,FULL,MISSING,MISSING,PARTIAL,n/a,n/a,n/a,none,NEW IMPROVEMENT,P1,Phase 2,Med,not assessed in round 1,none found,"**none** — properties.latitude/longitude exist and the command centre counts rows missing them (lib/command-center/service.ts:206-208), but no search parameter uses coordinates","Coordinates, PropertyGisPolygons","""Properties within N km of here"" || admin: none"
SRCH-003,ROUND-1 (V2 lineage),AA,Land search,parcel search,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**PARTIAL** — 11 filters but **no keyword/q parameter at all** (route.ts:7-21), so a parcel cannot be found by name or plan number",PARTIAL,FULL,FULL,n/a,n/a,n/a,n/a,tests/land/*,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,API app/api/land/search/route.ts:5-24 → lib/land/core/land-engine.ts searchLand; UI src/components/land/LandSearchPage.tsx,"PropertyBounds, PropertyGisPolygons",Search land parcels by area/zoning/price || admin: none
SRCH-004,ROUND-1 (V2 lineage),AA,Service search,find a service / request,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,PARTIAL,"**PARTIAL — browse only, no text search**",PARTIAL,PARTIAL,PARTIAL,FULL,FULL,n/a,n/a,tests/services-api.test.mjs,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,hist/old-tag/lib/services/core.ts (list with filters),"/api/service-categories, /api/service-providers, /api/services/listings — **none accepts a q parameter** (grep searchParams.get in app/api/service-providers/route.ts → no q)",TechnicianDirectory,Search the services marketplace || admin: none
SRCH-005,ROUND-1 (V2 lineage),AA,Provider search,find a provider by skill/area,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING (text search)** — the product substitutes algorithmic matching for search,PARTIAL,MISSING,MISSING,FULL,FULL,n/a,n/a,tests/services-matching.test.mjs,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,no q on /api/service-providers; matching exists instead (tests/services-matching.test.mjs),"TechnicianDirectory, SearchOwnerCommand",— || admin: none
SRCH-006,ROUND-1 (V2 lineage),AA,Companies search,keyword search over companies,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**PARTIAL** — correct ilike, but name-only: no sector, no service, no description, no city text",NOT APPLICABLE,FULL,PARTIAL,FULL,n/a,n/a,n/a,none,KEEP + IMPROVE,P2,Phase 2,Low,not assessed in round 1,none found,app/api/companies/route.ts:22 — ilike on nameAr/nameEn only,none,— || admin: none
SRCH-007,ROUND-1 (V2 lineage),AA,Offices search,keyword search over offices,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**PARTIAL + DUPLICATE** — companies/route.ts and offices/route.ts are the same 41-line file with one predicate changed,FULL,PARTIAL,PARTIAL,FULL,n/a,n/a,n/a,none,MERGE INTO NEW SYSTEM,P2,Phase 2,Low,not assessed in round 1,none found,"app/api/offices/route.ts:22 — identical to companies, differing only in the type filter (:18)",Branches,— || admin: none
SRCH-008,ROUND-1 (V2 lineage),AA,Professionals search,find a professional,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,FULL,MISSING,MISSING,PARTIAL,n/a,n/a,n/a,none,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,**none** — app/api/professionals has only [id]/route.ts; there is no list endpoint and no app/professionals page,TechnicianDirectory,— || admin: none
SRCH-009,ROUND-1 (V2 lineage),AA,Community search,search forum topics/posts,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING** — and unbounded: every topic is returned on every request,NOT APPLICABLE,MISSING,MISSING,FULL,n/a,n/a,n/a,none,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,"**none** — app/api/community/topics/route.ts:11 is select().orderBy(desc(createdAt)) with no filter, no limit, no pagination",none,— || admin: none
SRCH-010,ROUND-1 (V2 lineage),AA,Knowledge search,search the knowledge base,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,NOT APPLICABLE,MISSING,MISSING,FULL,n/a,n/a,n/a,none,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,"**none** — app/api/knowledge/route.ts:10-11 returns every published item, no query, no pagination",none,— || admin: none
SRCH-011,ROUND-1 (V2 lineage),AA,Vehicles search,search vehicle listings,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**STUB**,NOT APPLICABLE,STUB,STUB,MISSING,n/a,n/a,n/a,none,NEW IMPROVEMENT,P3,Phase 3,Low,not assessed in round 1,none found,**none** — app/api/vehicles/route.ts:3-4 returns data: [] unconditionally,none,— || admin: none
